DATA COMPETÊNCIA,DATA CAIXA,DESCRIÇÃO,VALOR,CONTA,POTE,CATEGORIA,SUBCATEGORIA,OBSERVAÇÃO,PARCELAS,N PARCELA,NATUREZA,AUTOMÁTICO
2025-01-13,2025-01-13,PIX TRANSF INGRID 11/01,-3000.0,ITAÚ,Empréstimos,Ingrid,,,1,1,VARIÁVEL,NÃO
2025-01-06,2025-02-05,Booking.com Hotel,-2945.25,CC Bradesco,Despesas Básicas,Férias,Hospedagem,1,1,1,VARIÁVEL,SIM
2025-02-10,2025-02-10,PIX TRANSF DENNIS 10/02,-2500.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-01-07,2025-01-07,PIX TRANSF RAFAEL 07/01,-2500.0,ITAÚ,Transferência entre contas,Transferência entre contas,,,1,1,VARIÁVEL,NÃO
2024-12-31,2025-10-06,Pg *ton (04/12),-0.38,CC Itau Master,Despesas Básicas,Assinaturas,,,9,9,VARIÁVEL,NÃO
2025-01-31,2025-01-31,PIX TRANSF JOAO PA31/01,-2400.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-02-26,2025-02-26,DA COSERN 0856927334,-2365.05,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-02-07,2025-02-07,PIX TRANSF VerÃ´nic07/02,-2018.73,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-03-05,2025-03-05,Parc Oper Cred,-2014.41,Bradesco,Empréstimos,Juros,Conta Corrente,,1,1,VARIÁVEL,NÃO
2025-02-05,2025-01-05,Parc Oper Cred,-2014.41,Bradesco,Empréstimos,Financiamento,Parcelamento Compass,,1,1,VARIÁVEL,NÃO
2025-01-07,2025-01-07,Parc Oper Cred Contr 006213529 Parc 005/060,-2014.41,Bradesco,Empréstimos,Parcelamento Compass,,,1,1,VARIÁVEL,NÃO
2025-02-10,2025-02-10,AUTOPERSONNALITE 39/48,-2005.21,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-01-10,2025-01-10,AUTOPERSONNALITE 38/48,-2005.21,ITAÚ,Empréstimos,Capital Giro Mercedes,,,1,1,VARIÁVEL,NÃO
2025-02-18,2025-02-18,PIX TRANSF Damiao 18/02,-2000.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-02-13,2025-02-13,PIX TRANSF JOSINAL13/02,-2000.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-01-20,2025-01-20,PIX TRANSF CEBUDV 19/01,-2000.0,ITAÚ,Descobrir,Descobrir,Descobrir,1,1,1,VARIÁVEL,NÃO
2025-01-08,2025-01-08,INT PERS MASTER,-1838.56,ITAÚ,Empréstimos,Encontro de contas Cartão,,,1,1,VARIÁVEL,NÃO
2025-01-31,2025-01-31,INT /DARF 01250275974394,-1756.6,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-02-24,2025-02-24,PIX TRANSF FLAMBOY22/02,-1750.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-01-27,2025-01-27,PIX TRANSF FLAMBOY27/01,-1750.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-02-13,2025-02-13,PIX TRANSF Gabriel13/02,-1600.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-01-02,2025-01-02,PIX TRANSF INGRID 02/01,-1600.0,ITAÚ,Empréstimos,Ingrid,,,1,1,VARIÁVEL,NÃO
2025-02-06,2025-02-06,CARTAO PERSONNALITE,-1566.58,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-01-22,2025-01-22,PIX TRANSF DENNIS 22/01,-1544.98,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-02-12,2025-02-12,SAQUE DIN ATM BIOME00043,-1500.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-02-12,2025-02-12,SAQUE DIN ATM BIOME00044,-1500.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-02-11,2025-02-11,PIX TRANSF DENNIS 11/02,-1500.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-02-11,2025-02-11,SAQUE DIN ATM BIOME00088,-1500.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-02-11,2025-02-11,SAQUE DIN ATM BIOME00089,-1500.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-02-11,2025-02-11,SAQUE DIN ATM BIOME00090,-1500.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-02-11,2025-02-11,SAQUE DIN ATM BIOME00091,-1500.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-03-07,2025-03-07,Saldo do Mês Anterior,-1491.2,CC MPAGO,Descobrir,Descobrir,,,1,1,VARIÁVEL,NÃO
2025-02-07,2025-02-07,PIX TRANSF DENYS G07/02,-1378.21,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-02-12,2025-02-12,PIX QRS WISE BRASIL12/02,-1358.9,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-02-22,2025-03-17,Dis EstdeFernando,-1288.86,CC ITAU BLACK,Descobrir,Descobrir,Descobrir,,1,1,VARIÁVEL,NÃO
2025-02-19,2025-02-19,PIX TRANSF Fabian 19/02,-1253.4,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-01-28,2025-01-28,DA COSERN 0856927334,-1252.74,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-01-28,2025-01-28,PIX TRANSF FELIPPE28/01,-1167.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-02-20,2025-02-20,PIX TRANSF GEOVANE20/02,-1000.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-02-11,2025-02-11,SAQUE DIN ATM BIOME00092,-1000.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-02-05,2025-02-05,PIX TRANSF FELIPPE05/02,-1000.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-01-28,2025-01-28,PIX TRANSF Kac Adv28/01,-1000.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-01-21,2025-01-21,PIX TRANSF TIAGO V21/01,-1000.0,ITAÚ,Descobrir,Descobrir,Descobrir,,1,1,VARIÁVEL,NÃO
2025-02-20,2025-02-20,DEP DINHEIRO ATM,-950.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-01-08,2025-01-17,Hotel Pousada Dos Gira,-940.0,CC ITAU BLACK,Despesas Básicas,Férias,Hospedagem,,1,1,VARIÁVEL,NÃO
2025-02-05,2025-02-05,MOBILE PAG TIT BANCO 104,-928.44,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-02-17,2025-02-17,PIX QRS NATAL PREFE17/02,-863.36,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-02-20,2025-02-20,MOBILE PAG TIT 679363731000,-829.2,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-02-19,2025-02-19,PIX TRANSF DENYS G19/02,-700.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-02-19,2025-02-19,PIX TRANSF ARYSON 19/02,-700.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-02-18,2025-02-18,PIX TRANSF NORMAND18/02,-700.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-01-17,2025-01-17,PIX TRANSF NORMAND17/01,-700.0,ITAÚ,Despesas Profissional,Estagiário,,,1,1,VARIÁVEL,NÃO
2025-01-22,2025-01-22,PIX TRANSF ANDREW 22/01,-682.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-02-24,2025-02-24,PIX TRANSF VerÃ´nic23/02,-648.5,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-02-17,2025-02-17,PIX QRS BANCO CSF15/02,-609.01,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-01-13,2025-01-13,PIX QRS BANCO CSF11/01,-518.85,ITAÚ,Empréstimos,Encontro de contas Cartão,,,1,1,VARIÁVEL,NÃO
2025-02-07,2025-03-17,SAVEMSERVICOS 02/06,-500.0,CC ITAU BLACK,Descobrir,Descobrir,Descobrir,,6,2,VARIÁVEL,NÃO
2025-02-27,2025-02-27,PIX TRANSF TIAGO V27/02,-500.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-02-20,2025-02-20,PIX TRANSF ARTUR S20/02,-500.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-02-18,2025-02-18,PIX TRANSF MAIS OD18/02,-500.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-02-07,2025-02-17,Savemservicos,-500.0,CC ITAU BLACK,Descobrir,Descobrir,,,1,1,VARIÁVEL,NÃO
2025-02-26,2025-02-26,PIX TRANSF FRANCIS26/02,-400.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-02-25,2025-02-25,PIX TRANSF Odair E25/02,-400.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-02-10,2025-02-10,PIX TRANSF Felipe 10/02,-400.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-02-03,2025-02-03,PIX TRANSF Fernand03/02,-400.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-01-28,2025-01-28,PIX TRANSF Felipe 28/01,-400.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-01-27,2025-01-27,PIX TRANSF Viniciu25/01,-400.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-01-24,2025-01-24,PIX TRANSF JOSE MI24/01,-400.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-01-23,2025-01-23,PIX TRANSF Felipe 23/01,-400.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-02-27,2025-03-17,XICA DA SILVA,-392.7,CC ITAU BLACK,Despesas Básicas,Alimentação,Restaurante,,1,1,VARIÁVEL,NÃO
2025-01-31,2025-01-31,INT /SIMPLES NACIONA 071,-391.63,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-01-01,2025-02-05,GOOGLE *GSUITE_rafaela,-375.55,CC Bradesco,Despesas Básicas,Assinaturas,,1,1,1,VARIÁVEL,NÃO
2025-03-01,2025-03-17,ECO NORONHA SA,-373.0,CC ITAU BLACK,Descobrir,Descobrir,Descobrir,,1,1,VARIÁVEL,NÃO
2025-02-21,2025-03-17,Posto Planalto I,-350.27,CC ITAU BLACK,Despesas Básicas,Transporte,Combustivel,,1,1,FIXO,NÃO
2025-01-02,2025-01-02,JUROS LIMITE DA CONTA,-346.19,ITAÚ,Empréstimos,Juros,Conta Corrente,,1,1,VARIÁVEL,NÃO
2025-03-08,2025-03-17,POSTO CIRNE III,-342.47,CC ITAU BLACK,Despesas Básicas,Transporte,Combustivel,,1,1,VARIÁVEL,NÃO
2025-01-30,2025-02-17,Flor E Oliveira Ltda,-337.21,CC ITAU BLACK,Despesas Básicas,,,,1,1,VARIÁVEL,NÃO
2025-02-01,2025-03-05,GOOGLE *GSUITE_rafaela,-333.65,CC Bradesco,Despesas Básicas,Assinaturas,Descobrir,1,1,1,VARIÁVEL,NÃO
2025-02-14,2025-03-17,Postos 1002,-333.2,CC ITAU BLACK,Despesas Básicas,Transporte,Combustível,,1,1,VARIÁVEL,NÃO
2025-02-08,2025-02-17,Posto Cirne0809,-310.81,CC ITAU BLACK,Despesas Básicas,Transporte,Combustível,,1,1,VARIÁVEL,NÃO
2025-01-02,2025-01-02,PIX TRANSF Maria J02/01,-310.0,ITAÚ,Despesas Básicas,Casa,Diarista Limpeza,,1,1,VARIÁVEL,NÃO
2025-01-07,2025-01-17,Flor E Oliveira Ltda,-309.66,CC ITAU BLACK,Despesas Básicas,Transporte,Combustivel,,1,1,VARIÁVEL,NÃO
2025-01-14,2025-01-14,PAY POSTO 15/01 POSTO PRAIA DE IRACEMA,-303.75,ITAÚ,Despesas Básicas,Férias,Transporte,,1,1,VARIÁVEL,NÃO
2025-01-02,2025-01-02,MOBILE PAG TIT BANCO 077,-302.4,ITAÚ,Empréstimos,Terceiros,RA MALL,,1,1,VARIÁVEL,NÃO
2025-02-25,2025-02-25,PIX TRANSF 451976325/02,-300.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-02-19,2025-02-19,PIX TRANSF Fabian 19/02,-300.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-02-19,2025-02-19,PIX TRANSF Fabian 19/02,-300.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-01-07,2025-01-07,PIX TRANSF EVANDRO05/01,-300.0,ITAÚ,Despesas Básicas,Casa,Manutenção Casa,,1,1,VARIÁVEL,NÃO
2025-02-14,2025-03-17,Solucoe*nativas Grill,-296.35,CC ITAU BLACK,Despesas Básicas,Alimentação,Restaurante,,1,1,VARIÁVEL,NÃO
2025-01-12,2025-02-17,Atacadao 840 As,-289.7,CC ITAU BLACK,Despesas Básicas,Férias,,,1,1,VARIÁVEL,NÃO
2025-02-17,2025-03-05,BRADESCO AUTO RE,-280.71,CC Bradesco,Despesas Básicas,Seguro,Seguro Veicular,1,1,1,VARIÁVEL,NÃO
2025-01-17,2025-02-05,Bradesco Auto RE,-280.71,CC Bradesco,Despesas Básicas,Seguro,Seguro Veicular,1,1,1,VARIÁVEL,SIM
2025-02-25,2025-03-17,ZP*BULLSFLAMBOYANT,-275.83,CC ITAU BLACK,Despesas Básicas,Alimentação,Restaurante,,1,1,VARIÁVEL,NÃO
2024-03-13,2025-02-17,Md Sinalizac-ct 10/12,-750.0,CC ITAU BLACK,Investimentos,RA Mall,,,12,11,VARIÁVEL,NÃO
2024-05-16,2025-02-17,R. Almeida Drywall01/10,-700.0,CC ITAU BLACK,Investimentos,RA Mall,,,10,9,VARIÁVEL,NÃO
2024-03-08,2025-02-17,Pg *ton -ct 11/12,-483.11,CC ITAU BLACK,Investimentos,RA Mall,,,12,12,VARIÁVEL,NÃO
2025-02-04,2025-02-17,Ls Hotel,-270.0,CC ITAU BLACK,Despesas Básicas,,,,1,1,VARIÁVEL,NÃO
2025-03-07,2025-03-07,Juros do Rotativo,-266.93,CC MPAGO,Descobrir,Descobrir,,,1,1,VARIÁVEL,NÃO
2025-01-03,2025-01-17,Rede De Postos Domingo,-265.08,CC ITAU BLACK,Despesas Básicas,Transporte,Combustível,,1,1,VARIÁVEL,NÃO
2025-01-13,2025-02-17,Doctrattoriawine,-265.0,CC ITAU BLACK,Despesas Básicas,Alimentação,,,1,1,VARIÁVEL,NÃO
2025-01-16,2025-02-17,Point Center 01/10,-253.6,CC ITAU BLACK,Despesas Básicas,Transporte,,,10,1,VARIÁVEL,NÃO
2025-01-16,2025-04-17,Point Center 01/10,-253.6,CC ITAU BLACK,Despesas Básicas,Transporte,Carro Manutenção,,10,3,VARIÁVEL,NÃO
2025-01-16,2025-05-17,Point Center 01/10,-253.6,CC ITAU BLACK,Despesas Básicas,Transporte,Carro Manutenção,,10,4,VARIÁVEL,NÃO
2025-01-16,2025-06-17,Point Center 01/10,-253.6,CC ITAU BLACK,Despesas Básicas,Transporte,Carro Manutenção,,10,5,VARIÁVEL,NÃO
2025-01-16,2025-07-17,Point Center 01/10,-253.6,CC ITAU BLACK,Despesas Básicas,Transporte,Carro Manutenção,,10,6,VARIÁVEL,NÃO
2025-01-16,2025-08-17,Point Center 01/10,-253.6,CC ITAU BLACK,Despesas Básicas,Transporte,Carro Manutenção,,10,7,VARIÁVEL,NÃO
2025-01-16,2025-09-17,Point Center 01/10,-253.6,CC ITAU BLACK,Despesas Básicas,Transporte,Carro Manutenção,,10,8,VARIÁVEL,NÃO
2025-01-16,2025-10-17,Point Center 01/10,-253.6,CC ITAU BLACK,Despesas Básicas,Transporte,Carro Manutenção,,10,9,VARIÁVEL,NÃO
2025-01-16,2025-11-17,Point Center 01/10,-253.6,CC ITAU BLACK,Despesas Básicas,Transporte,Carro Manutenção,,10,10,VARIÁVEL,NÃO
2025-01-16,2025-03-17,Point Center 01/10,-253.6,CC ITAU BLACK,Despesas Básicas,Transporte,,,10,2,VARIÁVEL,NÃO
2024-12-31,2025-09-06,Pg *ton (04/12),-0.38,CC Itau Master,Despesas Básicas,Assinaturas,,,9,8,VARIÁVEL,NÃO
2025-02-04,2025-02-17,Jbl Restaurante E Con,-253.0,CC ITAU BLACK,Despesas Básicas,Alimentação,Restaurante,,1,1,VARIÁVEL,NÃO
2025-02-07,2025-02-07,PIX TRANSF DENYS G07/02,-252.6,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-03-01,2025-03-17,AZUL FEN,-250.0,CC ITAU BLACK,Descobrir,Descobrir,Descobrir,,1,1,VARIÁVEL,NÃO
2025-02-03,2025-02-03,PIX TRANSF MIKE SU03/02,-250.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-01-22,2025-01-22,MOBILE PAG TIT BANCO 077,-245.1,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2024-06-06,2025-02-17,Agae -ct 01/10,-223.06,CC ITAU BLACK,Investimentos,Malca Club,,,10,9,VARIÁVEL,NÃO
2024-12-28,2025-02-17,Proprietarios Zap+01/02,-194.95,CC ITAU BLACK,Investimentos,RA Imóveis,,,2,2,VARIÁVEL,NÃO
2025-01-08,2025-01-17,Tapas Restaurante Ltda,-244.75,CC ITAU BLACK,Despesas Básicas,Alimentação,Restaurante,,1,1,VARIÁVEL,NÃO
2025-01-14,2025-01-14,PIX TRANSF Rafael 15/01,-240.0,ITAÚ,Transferência entre contas,Transferência entre contas,,,1,1,VARIÁVEL,NÃO
2025-01-20,2025-01-20,PIX TRANSF Rafael 20/01,-237.0,ITAÚ,Descobrir,Descobrir,Descobrir,1,1,1,VARIÁVEL,NÃO
2025-02-05,2025-02-05,MOBILE PAG TIT BANCO 104,-234.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-02-07,2025-02-07,PIX TRANSF 50.194.07/02,-230.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-03-04,2025-03-17,AMCE FROINTEIRAS LTDA,-225.13,CC ITAU BLACK,Despesas Básicas,Transporte,Descobrir,,1,1,VARIÁVEL,NÃO
2025-02-17,2025-02-17,PIX TRANSF DANIEL 15/02,-220.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-02-24,2025-03-17,MANAKA SUSHI,-218.35,CC ITAU BLACK,Despesas Básicas,Alimentação,Restaurante,,1,1,VARIÁVEL,NÃO
2025-02-13,2025-02-13,PIX TRANSF GABRIEL13/02,-215.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-02-26,2025-03-17,SETTE MARES,-203.1,CC ITAU BLACK,Despesas Básicas,Alimentação,Restaurante,,1,1,VARIÁVEL,NÃO
2025-01-08,2025-01-08,MOBILE PAG TIT BANCO 077,-201.3,ITAÚ,Empréstimos,Terceiros,RA MALL,,1,1,VARIÁVEL,NÃO
2024-12-20,2025-02-17,Trackfield 01/03,-189.94,CC ITAU BLACK,Doação,Doação,,,3,2,VARIÁVEL,NÃO
2024-12-19,2025-02-17,Shake House Atacad01/02,-189.5,CC ITAU BLACK,Despesas Básicas,Saúde,,,2,2,VARIÁVEL,NÃO
2025-02-28,2025-02-28,BRENNAN28,-200.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-02-13,2025-02-13,PIX TRANSF Marcus 13/02,-200.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-02-07,2025-02-07,PIX TRANSF GABRIEL07/02,-200.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-01-28,2025-01-28,PIX TRANSF RODRIGO28/01,-200.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-02-17,2025-02-17,PAG TIT INT 033,-197.75,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-02-27,2025-02-27,SISDEB ITAUPORTOSEGUR,-193.58,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2024-07-07,2025-02-17,Agae 08/10,-189.37,CC ITAU BLACK,Investimentos,RA Mall,,,10,9,VARIÁVEL,NÃO
2025-01-27,2025-01-27,SISDEB ITAUPORTOSEGUR,-193.58,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-02-13,2025-03-17,R M Cabeleireiros Ltda,-190.0,CC ITAU BLACK,Despesas Básicas,Cuidado Pessoal,,,1,1,VARIÁVEL,NÃO
2025-03-08,2025-03-17,R M CABELEIREIROS LTDA,-190.0,CC ITAU BLACK,Despesas Básicas,Cuidado Pessoal,Cabelo,,1,1,VARIÁVEL,NÃO
2025-01-04,2025-01-17,Sam S Natal,-189.6,CC ITAU BLACK,Despesas Básicas,Alimentação,Mercado,,1,1,VARIÁVEL,NÃO
2025-01-12,2025-02-17,Posto Emaus,-186.01,CC ITAU BLACK,Despesas Básicas,Transporte,,,1,1,VARIÁVEL,NÃO
2025-01-06,2025-01-17,Seadi Kitecenter,-180.0,CC ITAU BLACK,Despesas Básicas,Diversão,,,1,1,VARIÁVEL,NÃO
2025-02-17,2025-02-17,PIX TRANSF Jamilso17/02,-180.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2025-01-09,2025-01-09,PIX QRS TIBAU DO SU09/01,-178.26,ITAÚ,Investimentos,RA Imóveis,,,1,1,VARIÁVEL,NÃO
2024-09-23,2025-02-17,Alumihaste 01/06,-176.65,CC ITAU BLACK,Investimentos,RA Mall,,,6,5,FIXO,NÃO
2024-12-31,2025-08-06,Pg *ton (04/12),-0.38,CC Itau Master,Despesas Básicas,Assinaturas,,,9,7,VARIÁVEL,NÃO
2025-01-09,2025-01-17,Rest Macoco,-178.0,CC ITAU BLACK,Despesas Básicas,Alimentação,Restaurante,,1,1,VARIÁVEL,NÃO
2025-01-08,2025-01-08,PIX QRS NUCLEO NATA08/01,-171.5,ITAÚ,Doação,UDV,,,1,1,VARIÁVEL,NÃO
2025-02-23,2025-03-17,ZP*BULLSFLAMBOYANT,-163.68,CC ITAU BLACK,Despesas Básicas,Alimentação,Restaurante,,1,1,VARIÁVEL,NÃO
2025-02-05,2025-02-05,MOBILE PAG TIT BANCO 104,-163.0,ITAÚ,Descobrir,Descobrir,Descobrir,Teste,1,1,VARIÁVEL,NÃO
2024-08-01,2025-02-17,LEVU DRINKS COQUET01/12,-166.74,CC ITAU BLACK,Empréstimos,Capital Giro,,,12,7,FIXO,NÃO
